company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Other Certificates,Company Website,Booth: 1C-E28   |   Hall of Aurora   |   ,Booth: 3C-C02   |   Commercial Lighting   |   ,Booth: 1C-B02   |   Hall of Aurora   |   ,Booth: 1E-A20   |   Hall of Aurora   |   ,Booth: 1D-D30   |   Hall of Aurora   |   ,Booth: 1E-B14   |   Hall of Aurora   |   ,Booth: 1C-B14   |   Hall of Aurora   |   ,Booth: 1C-E29   |   Hall of Aurora   |   ,Booth: 1D-B15   |   Hall of Aurora   |   ,Booth: 1E-B18   |   Hall of Aurora   |   ,Booth: 3D-E24   |   Residential Lighting   |   ,Booth: 3D-E06   |   Residential Lighting   |   ,Booth: 3C-F18   |   Technical Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3C-E22   |   Commercial Lighting   |   ,Booth: 3C-B16   |   Commercial Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3D-B19   |   Technical Lighting   |   ,Booth: 3D-C20   |   Residential Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3E-F07   |   Lighting Accessories   |   ,Booth: 3E-A04   |   Decorative Lighting   |   
"Zhongshan Hangsheng Electronics Co., Ltd",Chinese Mainland,,"Shopping Mall, Retailer, Buying Cooperative, Department Store, Chain Store, Buying Office, Distributor","Chandelier,Tiffany Lamp,Decorative Lamp,Strip Light,Indoor Lighting,Contemporary Light","We are the manufacturer lighting factory in zhongshan guzhen, Has been focusing on the export of home decoration lamps for more then 10 years. welcome to your consult.","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Hangsheng-Electronics-Co-Ltd/1S00ONJT2,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L5FM,,,,,,,,,,,,,,,,,,,,,
"Zhongshan Jingxin Photoelectric Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Wholesaler, Manufacturer",Decorative Lamp,LED Neon Sign,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-JINGXIN-PHOTOELECTRIC-CO-LTD/1X0AE8WG,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LN0D,,,,,,,,,,,,,,,,,,,,,
"Zhongshan Ledemo Lighting Co.,Ltd",Chinese Mainland,"Zhongshan Ledemo Lighting Co.,Ltd. focus on government engineering, indoor and outdoor non-standard customized lighting for hotels, shopping malls, real estate, streets and other areas. It has over ten years of experience in designing, manufacturing and selling LED lighting. The company's main products include LED strings, LED tree lights, LED motif lights and LED smart interactive series. LEDEMO establishing a complete service system that includes design, production, sales, distribution, installation, maintenance and repair. We provide professional quality one-stop services for our local and international customers, from design to production and installation.",Others,"Decorative Lamp,String Light,Christmas Light","LED Christmas Light/Outdoor Decoration Light/LED Holiday Light, LED garland light, LED motif light",ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Outdoor and Tech Light Expo 2022 HKTDC Hong Kong International Lighting Fair 2021 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Ledemo-Lighting-Co-Ltd/1X0AZ06U,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KXUL,,,,,,,,,,,,,,,,,,,,,
"Zhongshan Mobosi Lighting Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Zhongshan Mobos Lighting Co., Ltd. was founded in 2018 and is located in Henglan Town, Zhongshan City, which is known as the ""Lighting Capital of China"". It is a high-tech enterprise integrating LED outdoor lighting products, lights research and development, design, manufacturing and sales. It has a strong R & D, manufacturing and sales capabilities.Our factory independently developed and produced products include outdoor lighting, with LED flood lights, LED street lights, LED High Bay Lights,LED Solar Lights and LED Buried Lights.The products have obtained a number of patents and passed CE/TUV/INMETRO/ROHS certifications. The products are widely used around the world. It has a construction area of 6,000 square meters, with more than 50 employees and fully automatic assembly lines.Our factory is insisted in its principle of Quality Assurance, Technical Innovation and the commitment of Eco-Friendly. With our continuous efforts, our production has been awarding high appraisal nationally for its consistent reliable quality and customer- care -oriented.",Manufacturer,"Outdoor Floodlight,Garden Light,Lawn Light,Street Light,Tunnel Light,Underwater Lamp,Solar Lights","Zhongshan Mobosi Lighting is one of the notable LED outdoor Lighting manufacturers, engaging in developing/ producing Green LED Lighting for projects and house. Our products have been awarded the pricing in its innovation and outstanding quality.","OEM, ODM",MBS,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Mobosi-Lighting-Co-Ltd-/1S00OWPWN,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KXHO,"Quality Management System Ceritificate Issued By Beijing Kun Biao Certification & Inspection Co.,Ltd Type OTHERS Valid Date 05 Jul 2023 - 05 Jul 2026 CE Certificate for LED Flood Light Issued By Guangdong KEYS Testing Technology Co.,Ltd. Type OTHERS Valid Date 25 Mar 2025 - 25 Mar 2027 Show More",,,,,,,,,,,,,,,,,,,,
"Zhongshan Shangdong Lighting Technology Co., Ltd.",Chinese Mainland,,"Chain Store, Buying Cooperative, Buying Office","Office Lighting, LED Lighting, Retail Lighting",Light,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Shangdong-Lighting-Technology-Co-Ltd-/1S00OZJCH,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K22S,,,,,,,,,,,,,,,,,,,,,
"Zhongshan TECO Lighting Co.,Ltd",Chinese Mainland,,Manufacturer,"LED Lighting, Downlight, LED Panel Light, Office Lighting","Led Downlight, Led Panel Light","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Teco-Lighting-Co-Ltd/1X0AEAX9,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K1WB,,www.tecolighting.com,,,,,,,,,,,,,,,,,,,
"Zhongshan Xianda Lighting Co.,Ltd",Chinese Mainland,"Our company specializes in the production of outdoor lighting, main sales in Europe, North America, Asia and other regions","Department Store, Import Agent, Importer, Chain Store","Ceiling Light,Wall Lamp,Strip Light,Garden Light","Our company mainly produces, designs and sells outdoor lamps, including wall lamps, pillar lamp , pendant lamp, and garden lamps.","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-XIANDA-LIGHTING-CO-LTD/1X07I9IR,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K23P,,,,,,,,,,,,,,,,,,,,,
"Adision Lighting (HK) Co., Limited",Hong Kong,"Adision Lighting Group founded in 2009, is a state-tech enterprise and registered company. Currently there are over 200 employees, and a fabrication area of more than 15,000 square meters. Our company has advanced LED luminaire manufacturing facilities such as auto soldering and SMT machines, electric testing device such as integrating spheres and distribution photometer. We also have a professionally trained QC team to ensure the quality of all the products. All products are ETL/CETL, UL/CUL, Titile24, Energy Star Certified. Adision Lighting enjoys a high reputation as a LED luminaire supplier throughout North America & Canada market. Adision devotes itself to develop new products with state-of-the-art technologies. Our 30 people R&D teams have abundant experience in industrial design, electric driver, heat simulation analysis, optical lens design light control system, most of the products are self-designed with private moulds, we monthly develop more than 2 new products and 10 customized products. Our excellent sales and after-sales team are always at your service and will take good care of you, our valued customer.",Export Agent,"LED Converter, LED Lighting, Indoor Lighting, Spotlight, Downlight, Track Light, Retail Lighting, LED Panel Light, Wall Lamp, LED Driver","Downlight, Wall Lamp, Spot Lamp",ODM,Adision,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Adision-Lighting-HK-Co-Limited/1X09YT0L,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JP5W,,www.adisionlighting.com,,,,,,,,,,,,,,,,,,,
"Cononlux Technology Co., Limited",Hong Kong,,Manufacturer,"Sensor Light,Indoor Lighting","LED strip light, LED cabinet light, LED solar light, LED table light","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2017 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2016 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CONONLUX-TECHNOLOGY-CO-LIMITED/1X08Z1EJ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJUZ,,,,,,,,,,,,,,,,,,,,,
"HongKong SSVE Electronics Co., Limited",Hong Kong,"HongKong SSVE Electronics Co., Limited specializes in manufacturing advanced LED lighting with the support of a strong R&D team. The company is committed to innovation, quality, and sustainability in the LED industry.",Manufacturer,"Wall Lamp,Downlight,Corn Bulb,LED Lighting,LED Panel Light,LED Tube,High Bay Light,Office Lighting","HongKong SSVE Electronics Co., Limited presents premium LED lighting fixtures, engineered for top-tier performance and efficiency.","OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONGKONG-SSVE-ELECTRONICS-CO-LIMITED/1S00OP17E,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQF1,,,,,,,,,,,,,,,,,,,,,
Kooman (HongKong) International Limited,Hong Kong,,Manufacturer,"Ceiling Light,Wall Lamp,Spotlight,Track Light,LED Lighting,LED Bulb,LED Panel Light,Indoor Lighting","LED Panel Light, LED Down Light, LED Bulb Light, LED Floodlight",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/KOOMAN-HONGKONG-INTERNATIONAL-LIMITED/1S00OWGJZ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJLQ,,,,,,,,,,,,,,,,,,,,,
"Romanso Electronic Co., Limited",Hong Kong,,Manufacturer,"Industrial Lighting, Work Light, Office Lighting, LED Industrial Lighting, LED Outdoor Lighting","LED High Bay Light, LED Linear High Bay Light, LED Stadium Light, LED Loading Dock Light, LED Temporary Work Light, LED String Work Light","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Romanso-Electronic-Co-Limited/1S00OZAGE,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQGY,,www.romanso.com,,,,,,,,,,,,,,,,,,,
Global Trade Promotions Limited,Hong Kong    |    Factory in Hong Kong,"Global Trade aims at assisting manufacturers and suppliers in HK and China promoting their products all over the world and exploring new market through trade publication and online sourcing platform. Global Trade is now issuing more than 10 magazines, such as ""HKProducts"",""Asian Products Enterprise Lighting"",""New Electronics & Components"", ""Style Watch"" and ""Style Watch Parts"". Our publications have assisted a large number of readers in finding out the right suppliers and the most desirable products. Global Trade also owns 2 well-known B2B websites which are iSources.com and Stylewatch.com",Service Company,Lighting Magazine,"HKProducts, Asian Products Enterprise Lighting, New Electronics & Components, Style Watch, iSources.com, asianproductsenterprise.com",Others,"HKPRODUCTS,Asian Products Enterprise Lighting,New Electronics & Components,STYLE WATCH,iSources.com,asianproductsenterprise.com",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Global-Trade-Promotions-Ltd/1X004NTA,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJNK,,,,,,,,,,,,,,,,,,,,,
Hong Kong A.A. Electronics Ltd,Hong Kong    |    Factory in Chinese Mainland,"Established in 1989, is one Hong Kong funded enterprise. Our factory building belongs to own property. Factory located in Jiangmen Guangdong, southern city of China with convenient transportation access. The company is located adjacent to Hong Kong, belonging to the Hong Kong and Macao bay area. We, a professional manufacturer and exporter that is concerned with the design, development and production of AC/DC infrared/wireless electronic appliance switch, LED driver and LED products. All our products comply with international quality standards (TUV/ETL/FCC/SAA/CB certifications etc.) and are greatly appreciated in a variety of different markers throughout the world.","Manufacturer, Exporter","Lighting Accessories & Lamp Parts,Light Switch,Lighting Fixture,LED Lighting,LED Converter,LED Driver","Professional manufacturer and exporter that is concerned with the design, development and production of AC/DC infrared/wireless electronic appliance switch, LED driver and LED products. All our products comply with international quality standards.","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-A-A-ELECTRONICS-LIMITED/1S00OXRNC,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJT2,,,,,,,,,,,,,,,,,,,,,
J & M Timber Industrial Limited,Hong Kong    |    Factory in Chinese Mainland,"J&M Timber Industrial Limited is a Hong Kong-based company that specializes in wooden candle and decorative items for Christmas lighting. Our product range features Christmas wooden candles and decorative lighting, particularly in Scandinavian style, as well as everyday decorative pieces. We operate our own factory in Dongguan, China, which enables us to uphold high-quality standards and mitigate risks during production. With over a decade of experience in the timber industry, our skilled team has honed its craftsmanship and design expertise, allowing us to create unique products that meet our customers' desires for quality and style. At J&M Timber Industrial Limited, our mission is to provide elegant, sustainable, and innovative decorative products that celebrate the spirit of Christmas. We offer OEM services and have our own ODM designs available.","Exporter, Manufacturer","Decorative Lamp,Christmas Light","Our product range includes Christmas wooden candles and decorations, as well as daily decorative lighting. We offer OEM services and also have our own ODM designs available.","ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/J-M-Timber-Industrial-Limited/1S00OZ3B0,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJQB,,,,,,,,,,,,,,,,,,,,,
MLM Lighting Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Ceiling Light, Table Lamp, Floor Lamp, Indoor Lighting","Decorative lighting, also known as mood lighting, is mainly through some color and dynamic changes, as well as intelligent lighting control systems, etc., in the case of basic lighting, add some lighting to decorate, so that the environment.",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/MLM-Lighting-Limited/1S00OXW5P,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JN5Y,,www.mlmfurniture.com,,,,,,,,,,,,,,,,,,,
Ningbo Bestparts Limited,Hong Kong,,Manufacturer,Camping Light,LED Lighting,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Baby Products Fair 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Bestparts-Limited/1X0F09GT,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JN41,,,,,,,,,,,,,,,,,,,,,
"Rocalux Technology Co., Limited",Hong Kong,,Manufacturer,Spotlight,Spot lighting,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rocalux-Technology-Co-Limited/1X0F0A42,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JP6T,,,,,,,,,,,,,,,,,,,,,
Saco Lighting Limited,Hong Kong,SACO LIGHTING PROFESSIONAL G9/G4 LED Lighting Source,Manufacturer,"Retail Lighting, LED Lighting, LED Bulb, Chandelier",Saco Lighting Professional LED G9/G4/Commerical Lighting Source,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SACO-LIGHTING-LIMITED/1X0916MW,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JP8N,,https://sacolighting.com/,,,,,,,,,,,,,,,,,,,
"Shenzhen Ledway Lighting Co., Limited",Hong Kong,,"Manufacturer, Exporter","Decorative Lamp,String Light,Strip Light","Led String Light, Led Strip Light","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-LEDWAY-LIGHTING-CO-LIMITED/1S00OQVLE,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JP7Q,,,,,,,,,,,,,,,,,,,,,
Top East Electronic Tech Ltd,Hong Kong,,Chain Store,"Grille Lamp,Bulkhead Light,Grow Light,Industrial Lighting","LED grow light, LED liner light",OEM,ceeham,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TOP-EAST-ELECTRONIC-TECH-LTD/1S00OWBI7,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JN27,,,,,,,,,,,,,,,,,,,,,
"Zhongshan Lbt Lighting Co., Limited",Hong Kong,,Manufacturer,Decorative Lamp,Christmas Lighting,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-LBT-LIGHTING-CO-LIMITED/1X0AO9IR,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQKM,,,,,,,,,,,,,,,,,,,,,
DPPUL Imp & Exp Co Ltd Zhuhai,Chinese Mainland,,Manufacturer,"Exit Light,Bulkhead Light,Emergency & Professional Lighting",Emergency light,"ODM, OBM, Others",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DPPUL-IMP-EXP-CO-LTD-ZHUHAI/1S00OG3W9,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L71Q,,,,,,,,,,,,,,,,,,,,,
Elyxwork Electronics Company Limited,Chinese Mainland,,"Exporter, Manufacturer","Decoration, Solar-Powered Lights, Energy Saving Product, Green Lighting","Solar Light, Christmas Light","OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-City-Julong-Electronic-Technology-Co-Ltd/1S00NM1N2,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K9K3,,,,,,,,,,,,,,,,,,,,,
"Foshan Innovative Lighting Technologies Co., Ltd.",Chinese Mainland,"Foshan Innovative lighting was established in 2004, dedicated to products that contribute to solving global sustainable challenges and address economic need, to promote energy conservation through utilization of energy efficient lighting and cost effective solutions, to protect the environment for today and for the future. The company has thoroughly maintained its commitment to customer satisfaction by providing full line of lighting solutions, with high quality, customer service and reasonable prices, making us one of the most reliable OEM and ODM manufacturers of energy saving fixtures and LED drivers. Facility Having in house metal processing, diffuser forming & extrusion, fixture assembly, SMT lines and LED drivers production lines gives us control over making high quality product according to the customer standards. Design Our R&D team is always working to have innovative products and working with customers to meet their need to have the latest technology product at all times. We offer a wide range of fixtures in all categories, such as Under Cabinet, Ceiling Lamp Vanity Lamp, Wall Light, Outdoor Lighting and Commercial Lighting. All our products comply with safety standards such as UL, cUL, ETL, cETL, CE, FCC and many having DLC and Energy Star.","Buying Office, Manufacturer, Wholesaler, Exporter","Ceiling Light,Downlight,LED Lighting,High Bay Light,Indoor Lighting,Office Lighting",Prefect For All Your New Construction And Retrofit Needs,"OEM, ODM",FIL,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Innovative-Lighting-Technologies-Co-Ltd/1X0AJ8HV,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KXN6,,,,,,,,,,,,,,,,,,,,,
"Foshan King Lanca Lighting Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"As a professional commercial lighting manufacturer, our products cover LED outdoor lights, LED track lights, LED panel lights, LED spotlights, LED ceiling lights, LED downlights, LED tubes, LED bulbs, etc. All models have passed CE and RoHS certifications to meet customer needs. In addition, the company has passed ISO9001 certification. With a strong R&D team, we provide mid-to-high-end products, all of which are independently developed and constantly introduce elegant and unique styles. Adhering to the principle that ""quality is the life of the company"", through the establishment of a strict quality control system, all models are guaranteed to be of excellent quality before shipment. Most components are self-produced to provide the best materials.",Manufacturer,"Wall Lamp,Spotlight,Downlight,Track Light,LED Lighting","As a professional commercial lighting manufacturer, our company's products include LED outdoor lights, LED track lights, LED panel lights, LED spotlights, LED ceiling lights, LED downlights, LED tubes, LED bulbs",OEM,kinglanca lighting,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-King-Lanca-Lighting-Technology-Co-Ltd/1X09T3CF,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K9W3,,,,,,,,,,,,,,,,,,,,,
