company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,,HKTDC Events,supplier_url,exhibitor_url,Brand Name,Certificates,Other Certificates,Verified Certificates,Booth: 1A-B02   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-C02   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Company Website,Booth: 1A-B22   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-B12   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1A-E08   |   Connected Lighting Technologies   |   ,Booth: 1B-E08   |   Smart Lighting Products & Solutions   |   Zhongshan,Booth: 1B-D23   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-A05   |   Connected Lighting Technologies   |   Cantonese Business Go Global,Booth: 1B-A15   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-C31   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-F40   |   Smart Lighting Products & Solutions   |   ,Booth: 1B-B18   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1B-C22   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global
"Ningbo Siying Optoelectronic Lighting Science & Technology Co., Ltd.",Chinese Mainland,,"Buying Office, Charity / Welfare Organisation, Department Store, Buying Cooperative, Chain Store, Distributor, Consulate and Trade Commission",Indoor Lighting,led commercial lighting,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Siying-Optoelectronic-Lighting-Science-Technology-Co-Ltd/1X07TEGE,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JKKS,,,,,,,,,,,,,,,,,,
"Ningbo jinwei electrical technology co.,ltd",Chinese Mainland,"Founded in 1999, Ningbo Yinzhou Jinwei Lighting Co., Ltd. changed its name to Ningbo Jinwei Electrical Technology Co., Ltd. in 2014. Now our company is being acknowledged as one of the most respected nationwide manufacturers and exporters of light fitting factories in China. The company has a large amount of production experience and the advanced production equipment. We specializes in the production of street light disconnector, (UK) pluggable connector, waterproof connector, waterproof junction box, waterproof socket, quick terminal blocks, GST18 power cord, cable reel etc. Our products have been certified by TUV, CE, VDE, SGS, COC, ROHS etc.","Distributor, Shopping Mall, Government, Buying Cooperative, Buying Office, Chain Store, Mail Order Co., Department Store",Lighting Accessories & Lamp Parts,"street light disconnector, (UK) pluggable connector, waterproof connector, waterproof junction box, waterproof socket, quick terminal blocks, GST18 power cord, cable reel etc","OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2016 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Jinwei-Electrical-Technology-Co-Ltd/1X08ZQWY,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JYSQ,,,,,,,,,,,,,,,,,,
Qingdao Xuxing International Trade Co.Ltd,Chinese Mainland,"Flood lights,Street lights,Highbay Lights,Linear Lights,Batten lights, Down lights professional led outdoor manufacturer","Exporter, Manufacturer",,"Flood lights,Street lights,Highbay Lights,Linear Lights,Batten lights, Down lights professional led outdoor manufacturer","OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/QINGDAO-XUXING-INTERNATIONAL-TRADE-CO-LTD/1X0AKJPQ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUSU,Care,,,,,,,,,,,,,,,,,
"Shanghai Menorca Import Export Co., Ltd.",Chinese Mainland,,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Menorca-Import-Export-Co-Ltd-/1S00OBIMO,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3L6,,,,,,,,,,,,,,,,,,
"Shaoxing Novo Bright Intelligent Electric Appliance Co.,Ltd.",Chinese Mainland,,Manufacturer,LED Bulb,LED Light,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Novo-Bright-Intelligent-Electric-Appliance-Co-Ltd-/1S00OURMF,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JYVH,,,,,,,,,,,,,,,,,,
"Shaoxing Shangyu Huateng Electrical Co.,Ltd.",Chinese Mainland,,Manufacturer,LED Bulb,Led Lamp Socket,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 electronicAsia 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2022 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2021 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-Huateng-Electrical-Co-Ltd/1X086SQY,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KAZT,,,,,,,,,,,,,,,,,,
"ShenZhen Greenway Electronic Co., Ltd.",Chinese Mainland,,Manufacturer,"Lighting Accessories & Lamp Parts,Building Exterior Lighting System","Our products mainly includes appliances and cord line switch, terminal block, wir connector, indoo lamp terminal box, distribution box, surg protective devices, waterproo connector and waterproof junction box. Greenway is self brand, elf certificated","OEM, Others, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ShenZhen-Greenway-Electronic-Co-Ltd-/1X0AV2P5,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J8QM,greenwaycs,,,,,,,,,,,,,,,,,
"Shenzhen Blue Technology Co., Ltd",Chinese Mainland,,"Manufacturer, Exporter","Decorative Lamp,LED Bulb,Indoor Lighting,Entertainment Lighting,Retail Lighting,Home Automation System,Lighting Design & Engineering,Lighting Design Software",LED Lighting,"OEM, ODM, OBM, Others",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Blue-Technology-Co-Ltd/1X0AJN7W,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3RO,,,,,,,,,,,,,,,,,,
"Shenzhen Everdrive Technology Co.,Ltd",Chinese Mainland,,Distributor,"Home Automation System,Lighting Design & Engineering",led strip/led driver,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Everdrive-Technology-Co-Ltd/1S00P0PVQ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LL29,,,,,,,,,,,,,,,,,,
Shenzhen Feican Technology Co Ltd,Chinese Mainland,,"Manufacturer, Wholesaler","Decorative Lamp,Sensor Light,Lighting Accessories & Lamp Parts,Light Dimmer,Architectural Lighting,Indoor Lighting,Home Automation System","LED STRIP,LED SMART CONTROLLER, led indoor lighting","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-FEICAN-TECHNOLOGY-CO-LTD/1X099P0X,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KAU8,,,,,,,,,,,,,,,,,,
"Shenzhen Huahang Power Technology Co., LTD",Chinese Mainland,,"Manufacturer, Exporter, Buying Office, Wholesaler, Chain Store","Decorative Lamp,Lighting Accessories & Lamp Parts,Light Switch,Indoor Lighting,Home Automation System,Power Management System,Lighting Distribution System,Lighting Design Software,Building Exterior Lighting System","Switching power supply, indoor intelligent lighting",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Huahang-Power-Technology-Co-LTD/1S00ONKQA,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JFYR,,,,,,,,,,,,,,,,,,
"Shenzhen Vbrite Lighting Co., Ltd.",Chinese Mainland,,"Buying Office, Importer, Manufacturer","Lighting Accessories & Lamp Parts,Street Light,Industrial Lighting","LED Street Light, Flood Light, High Bay Light, Stadium Light Module","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Vbrite-Lighting-Co-Ltd-/1S00OJBRG,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005IPBE,,,,,,,,,,,,,,,,,,
"Shenzhen Xinshengyuan Optical-Electro Co., Ltd",Chinese Mainland,,"Exporter, Manufacturer","Decorative Lamp,Indoor Lighting,Building Exterior Lighting System","Shenzhen Xinshengyuan Optoelectronics Co., LTD., founded in 2003, is a comprehensive LED manufacturer committed to the research and development of LED application products, process design and production process optimization.","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Xinshengyuan-Optical-Electro-Co-Ltd/1S00OZ8X1,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JNXM,,,,,,,,,,,,,,,,,,
"Taizhou Minglang Lighting Co.,Ltd",Chinese Mainland,,Manufacturer,"Decorative Lamp,Indoor Lighting,Solar Lights",Lighting,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Minglang-Lighting-Co-Ltd/1S00P02IG,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUO6,,,,,,,,,,,,,,,,,,
VISION FAN COMPANY LIMITED,Chinese Mainland,,Manufacturer,"LED Bulb,Indoor Lighting,Home Automation System,Lighting Distribution System",LED,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/VISION-FAN-COMPANY-LIMITED/1S00OYYDZ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JFT6,,,,,,,,,,,,,,,,,,
Vogue Lighting,Chinese Mainland,,Manufacturer,"Decorative Lamp, LED Driver, LED Lighting Driver, Residential Lighting, Lighting Accessories & Lamp Parts",LED Lighting,"ODM, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vogue-Lighting/1X0ADPKD,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K32R,,,,,,,,,,,,,,,,,,
"Wangs Lighting Electronic Technology Co., Ltd.",Chinese Mainland,"Wangs Lighting Electronic Technology Co.,Ltd is established in 2010,which is professional for LED indoor lighting. We focus on LED Panel light, LED Tubes for more than 12 years experience. Our Headquareter is in Hefei City, with branches in Shanghai. Our factory is in jiaxing city, with more than 15,000 square meters and 200 workers. Monthly production for 200,000PCS panels and 500,000pcs tubes. Wangs Lighting have all kinds of testing equipment, with automatic aging testing lines, integrated testing sphere, IES distribution photometric testing room. We have our own diffuser cutting machines, aluminium frame processing production, and high speed chips shooting machines. Wangs Lighting is professional for OEM and ODM under our strict ISO9001:14001 management system. Hoping your cooperation","Exporter, Manufacturer","Sensor Light,Architectural Lighting,Indoor Lighting,Home Automation System","WANGSLED offers indoor and outer door lighting fixture.LED Panel light, LED tube, LED down light, LED bulb, LED high bay light, LED flood light, LED track light,LED ceiling light...ETC. We believe that Our cooperation ship will be happened in the fut","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wangs-Lighting-Electronic-Technology-Co-Ltd/1S00O892L,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J94F,"YISHUO,WANGS",,,,,,,,,,,,,,,,,
"XIAMEN JANFEE IMP. & EXP. CO., LTD.",Chinese Mainland,,"Service Company, Department Store, Shopping Mall, Chain Store, Mail Order Co., Retailer, Government, Wholesaler","Decorative Lamp,Indoor Lighting,Lighting Design & Engineering",Ceramic lightings,"OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/XIAMEN-JANFEE-IMP-EXP-CO-LTD-/1S00OZLIX,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KB1M,,,,,,,,,,,,,,,,,,
"Xiamen Leyi Innovative Technology Co.,Ltd",Chinese Mainland,"The main sales of night lights, hand warmers, alarm clocks, water thermometer and other creative small appliances.",Wholesaler,"Sensor Light,Indoor Lighting,Home Automation System","The main sales of night lights, hand warmers, alarm clocks, water thermometer and other creative small appliances.",ODM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Leyi-Innovative-Technology-Co-Ltd/1S00P08DP,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005L4DT,,,,,,,,,,,,,,,,,,
Xiamen Lovan-U Technology Co Ltd,Chinese Mainland,"We are specialize in all kinds of night light & projection light and other creative home fashion& gift appliance products with CE , ROSH, FCC certificates.","Manufacturer, Exporter","Decorative Lamp,Indoor Lighting,Entertainment Lighting,Home Automation System",拍拍灯,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Lovan-U-Technology-Co-Ltd/1S00OV5QP,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LGLT,Lovan U,,,,,,,,,,,,,,,,,
"Xiamen Neex Optical Electronic Technology Co., Ltd.",Chinese Mainland,,"Distributor, Buying Office, Buying Cooperative","Architectural Lighting,LED Bulb",LED,"OEM, ODM, Others",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/XIAMEN-NEEX-OPTICAL-TECHNOLOGY-CO-LTD/1X07KCGK,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J8V7,,,,,,,,,,,,,,,,,,
"Xiamen Xinhaoxiang Technology Co., Ltd.",Chinese Mainland,,Manufacturer,LED Bulb,lighting,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Xinhaoxiang-Technology-Co-Ltd/1S00OD9OR,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LGKW,,,,,,,,,,,,,,,,,,
"Yuyao Jiahui Lighting Co., Ltd.",Chinese Mainland,LED Lighting,"Exporter, Manufacturer",LED Bulb,LED Lighting,"ODM, OBM, Others, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yuyao-Jiahui-Lighting-Co-Ltd-/1X087V0F,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3CX,,,,,,,,,,,,,,,,,,
Yuyao Yunjin Electrical Appliance Co Ltd,Chinese Mainland,,Manufacturer,Decorative Lamp,"We have a full range collection of commercial string light, smart string light, solar string light, smart pathway light, smart spot light and smart wall light.",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yuyao-Yunjin-Electrical-Appliance-Co-Ltd/1X0AQYBV,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUD3,,,,,,,www.yyyunjin.com,,,,,,,,,,,
"ZONKAS ELECTRONIC CO.,LTD.",Chinese Mainland,"Songjia was founded in 1982 and mainly produces capacitors, inductors, and transformers. Its headquarters is located in Taiwan and has three production bases in Shenguo: Dongguan factory (Dongguan Songjia Electronics), Suzhou factory (Suzhou Songjia Electronics), and Jiangxi Shangyou factory. Our registered trademark is ZONKAS, and our main products include safety capacitors (Ya1, Ya2, XI, X2), ceramic capacitors, film capacitors, electrolytic capacitors, as well as various inductors and transformers. Our company's product quality is reliable and has obtained certifications from UL in the United States, CLJL in Canada, VDE in Germany, NEMKO in Norway, ENEC in the European Union, CQC in China, and EK in South Korea; And it has passed the S09001 and IS014001 system certifications; Fully implement green environmental protection and ensure that products comply with RoHS standards.",Manufacturer,"Decorative Lamp,Light Dimmer,LED Bulb,Street Light,Indoor Lighting,Hospital Lighting,Industrial Lighting,Home Automation System,Lighting Design Software,Building Exterior Lighting System,Solutions for Senior and Disability",X2 capacitor Y1Y2 capacitor varistor thermistor,OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZONKAS-ELECTRONIC-CO-LTD-/1S00OXMYK,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KB67,zonkas,,,,,,,,,,,,,,,,,
"Zhejiang Geewee Lighting Technology Co., Ltd.",Chinese Mainland,,"Buying Office, Buying Cooperative","Indoor Lighting,Retail Lighting,Home Automation System",cabinet light,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Geewee-Lighting-Technology-Co-Ltd-/1S00OZ8V7,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JNVS,,,,,,,,,,,,,,,,,,
"Zhejiang Lead Top Electrical Co., Ltd",Chinese Mainland,"Lead-Top Electrical, founded in 2016, is a professional ISO 9001 certificated manufacturer in PHOTOCONTROL market, takes pride in quality standards of outdoor lighting sensor product, that meet or exceed industry & international standards in all of their product lines with UL / CB/ CE/ ANSI / ZHAGA / REACH / ROHS Certification.",Manufacturer,"Light Switch,Street Light,Industrial Lighting,Power Management System,Lighting Distribution System,Lighting Measurement System,Building Exterior Lighting System","Lead-Top Electrical, a professional ISO 9001 certificated manufacturer in photo control market,takes pride in quality standards that meet or exceed industry standards in all of their product lineswith UL / CB / CE / ANSI / REACH / ROHS certificate","OEM, OBM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHEJIANG-LEAD-TOP-ELECTRICAL-CO-LTD/1S00OBN27,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JFS9,"LEAD TOP,EFEK",,,,,,,,,,,,,,,,,
"Zhejiang Modeng Lighting Technology Co., Ltd.",Chinese Mainland,,Manufacturer,Electrical Equipment,"LED office lighting, Suspended lamp, Ceiling lamp, Fool lamp, Recessed lamp, wall lamp,","OEM, OBM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Modeng-Lighting-Technology-Co-Ltd/1S00O9NTY,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JUIO,"XLINEAR,XIONGYU",,,,,,,,,,,,,,,,,
"ZhongShan FAKCE Lighting Electronic Co., Ltd",Chinese Mainland,"Guangdong FAKCE Photoelectric technology Co.,Ltd. Was founded in 2008.Have 40 employees. Is Engaged in energy-saving green lighting enterprises, specializing in the production of commercial Led lighting.",Manufacturer,"Decorative Lamp,Sensor Light,Indoor Lighting,Industrial Lighting,Home Automation System","Main products: LED T5, T8 fluorescent tube, purification lamp, waterproof lamp. After years of development, it has become a large-scale, modern and professional commercial lighting enterprise.","ODM, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZhongShan-FAKCE-Lighting-Electronic-Co-Ltd/1X0AQSO0,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JG0K,,,,,,,,,,,,,,,,,,
"ZhongShan GuangJun Import & Export Co., Ltd.",Chinese Mainland,,,,"We are company which is R&D, Producing and selling on LED lamps.",,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZhongShan-GuangJun-Import-Export-Co-Ltd/1S00P2RSX,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005L05L,,,,,,,,,,,,,,,,,,
